"","name","Pwilcox"
"59","android_packages_apps_Calendar",0.174391762906763
"60","android_packages_apps_Camera",0.493654624256354
"61","android_packages_apps_ChaOSLauncher",0.768736260868266
"62","android_packages_apps_CMFileManager",0.887067851074913
"63","android_packages_apps_Contacts",0.307898740242836
"64","android_packages_apps_COSUpdater",1.12641052814075e-99
"65","android_packages_apps_DeskClock",1.6058416607303e-111
"66","android_packages_apps_Dialer",8.40621217231437e-12
"67","android_packages_apps_Email",4.03238785153209e-31
"68","android_packages_apps_Exchange",2.96018621488656e-206
"69","android_packages_apps_FactoryLauncher",6.90943404365678e-217
"70","android_packages_apps_Gallery2",2.65694792776967e-08
"71","android_packages_apps_killrhome",8.34171744036558e-18
"72","android_packages_apps_Launcher2",1.03366346549286e-07
"73","android_packages_apps_LegacyCamera",1.46395856148766e-19
"74","android_packages_apps_Mms",1.50152180559344e-20
"75","android_packages_apps_PackageInstaller",4.2700533856408e-10
"76","android_packages_apps_Phone",1.15156974293031e-170
"77","android_packages_apps_Phone_msm",3.11592603923122e-78
"78","android_packages_apps_settings",1.74390225681334e-19
"79","android_packages_apps_Settings",1.4991565554448e-42
"80","android_packages_apps_Trebuchet",9.86127760495757e-17
"81","android_packages_inputmethods_LatinIME",3.53490132626105e-24
"82","android_packages_providers_MediaProvider",1.54263022115449e-29
"83","android_platform_packages_apps_Phone",3.0276145836775e-43
"84","android_platform_system_core",1.55948812098542e-06
"85","android_system_core",0.901288182370874
"86","AndroidTD",3.56530330553605e-05
"87","anjuta",0.694720306986793
"88","anjuta-clang",0.986428478607212
"89","anki",3.63807099311066e-47
"90","ANNIS",2.54188377786475e-107
"91","AntiCheat",3.48235536726311e-09
"92","aokp_dalvik",0.0325138583107136
"93","AP2DX",3.53604634027046e-220
"94","apache-hosted-cassandra",3.81572069191259e-36
"95","apache-tomcat-8",4.26337856797107e-18
"96","apc_b2g_build",1.41759802786444e-46
"97","apollo-test",1.41736353445847e-29
"98","App-Inventor-Gallery",1.72399064072313e-71
"99","appfuse",7.43405994578427e-149
"100","application",0.00917953613204328
"101","apps_camera",2.83915689141475e-121
"102","archiva",7.0899076035081e-23
"103","archive-commons",1.77478179146597e-36
"104","ardupilot",0.568480180203023
"105","ardupilot-mega",0.511992840778062
"106","ardupilotone",1.4937628887394e-39
"107","ArduPlane",0.00479231256608173
"108","arduplane-custom-tamu",0.0062385197747273
"109","ares-project",0.402397094942087
"110","aries",0.885363743190552
"111","arquillian-core",0.605460930467411
"112","arquillian-graphene",0.821211122996657
"113","astridclone",7.81072492995821e-08
"114","ATHENA",0.61435359671169
"115","atl",0.453365905997167
"116","atlas",0.959960220604827
"117","atmosphere",0.54824513988833
"118","audiere",0.000652060889539559
"119","aura",0.36495492652425
"120","Auto-B-Day",0.830733966659794
"121","autopsy",0.26413651975542
"122","autotest",0.752875145171906
"123","avian",0.539771615532261
"124","awbi",0.0841962245653694
"125","awe-rdt",0.0537370956619363
"126","awe-splash",0.40812009373438
"127","awe-udig",0.879970995548232
"128","B17",0.727996335804717
"129","b2g-n7-system-core",0.0107861384723312
"130","babble",0.000421138915569755
"131","bagit-java",0.167038634478796
"132","banana-rdf",0.167591577295336
"133","bandwidth-on-demand",0.739641404425014
"134","barry",0.986686683426931
"135","basex-all",0.836600178630393
"136","BatooJPA",0.115728389150864
"137","beagle",8.39875518162611e-77
"138","betamax",0.908097003333519
"139","BIDMat",0.270526448999898
"140","big-data-plugin",1.36401382570558e-53
"141","bigbluebutton",0.81598467496733
"142","bigtop",0.91345767291632
"143","bioclipse",0.982239993711737
"144","biojava",0.989584439130559
"145","bionic",0.413747438834203
"146","biosources-test-subtree",0.982641608558078
"147","bison",0.798577158122734
"148","bison-php",0.805055471251194
"149","bitrig-xenocara",0.574372017002371
"150","black-ninja",0.00395623817730186
"151","blacktie",0.0365219772577477
"152","bloatit",0.475384791621754
"153","blojsom-sourceforge",0.200744566838784
"154","blueprints-seas",0.970308754728061
"155","bobo",0.000964446342457999
"156","bonita-studio",0.146247188545695
"157","boost",0.566871701791827
"158","bpa-i",0.912628209743663
"159","bpipe",0.946182563261648
"160","breakfast",0.0857124219650778
"161","brooklyn",0.0429666465101248
"162","Browser_7025",0.916139499227077
"163","bsc-project",0.716494338020853
"164","build",0.0281095371228224
"165","bvs",0.0021349282456892
"166","bw-classic",0.711316377419314
"167","caadapter",0.450252572370811
"168","caarray-docs",0.994892534229317
"169","cacique",0.135113843392847
"170","cadmium",0.497544628356916
"171","cadpage",0.000526536698548944
"172","caf-platform-system-core",9.19087880256176e-05
"173","caffeine-hx",0.477054490160169
"174","caleydo",0.246927500770287
"175","Camera_7025",0.567407173747845
"176","camlistore",0.911033460643523
"177","camod",0.798882673475449
"178","camunda-bpm-platform",0.919136276886942
"179","candlepin",0.750473364325177
"180","capdemat",0.90476294019133
"181","Capturador",0.955375706867177
"182","carat",0.94506611219093
"183","carrot2",0.885250171315473
"184","cartoweb3",1.21267645091868e-07
"185","caTissue",0.355196629842587
"186","catissue-core",0.952453822280386
"187","catissue-dynamic-extensions",0.197523437166528
"188","cayenne",0.523327120161502
"189","Cb",0.57871753245553
"190","cda",0.592119342167985
"191","cdt-core",0.475985530189157
"192","cedet",0.533749083148113
"193","cegis",0.879914258418009
"194","CERMINE",0.61539013578679
"195","cesium2",0.894884838174105
"196","ceylon",0.00321013837049038
"197","cgeo",0.651934767729875
"198","ChatHammer-9000",0.771678272067017
"199","check_mk",0.698416649473826
"200","checkstyle-plugin",2.13122352987816e-05
"201","chico",0.573024689122768
"202","chipster",0.00308187607307571
"203","chisimba",0.157730504972454
"204","chukwa",0.0834815766836358
"205","Chunky",0.428780607719965
"206","ci-eye",0.0294068579949665
"207","cinder_base",2.3641159787578e-14
"208","citations",0.737551514518814
"209","Citizens",2.69322575763126e-75
"210","ClassyGames",0.940372467865891
"211","clever",0.992195405752568
"212","clocc",0.942289753752335
"213","closure-compiler",0.516120889364944
"214","cloud-odata-java",0.359234537899243
"215","Cloudify-iTests",0.629037161881944
"216","cloudify-widget",3.18924106730038e-144
"217","cloudreader",4.70748267706174e-97
"218","cm-umts-yangtze-system-core",5.70706081000641e-30
"219","CM9-exchange-aosp",2.16218337854513e-21
"220","cmu-sphinx4",1.86417265477889e-70
"221","coastal-hazards",0.772228543477103
"222","cobbler",0.00388950351680039
"223","cobbler-2",0.246986261467027
"224","cobbler-legacy",7.91861723230516e-49
"225","cocos2dx-js-callbacks",1.05418661291967e-33
"226","coge",0.0837578506249546
"227","collectd",4.01750307029527e-05
"228","collectd-fglrx",1.45932749104444e-85
"229","collectd-oml",1.03014545336402e-89
"230","colloquy",1.13965632977557e-61
"231","Colloquy",0.00254873735378766
"232","com",4.4959291245509e-31
"233","commons-lang",0.0331080695442702
"234","commons-math-optimizers",5.82377459988068e-161
"235","commons-vfs",1.17924837000157e-34
"236","commonsense-frontend",8.84315985635202e-85
"237","console",5.71399766607435e-133
"238","contacts",0.163141127495758
"239","context-sensitive-sr",3.12607116406202e-05
"240","contiki",0.00243065232313816
"241","contiki-avr-zigduino",5.89107740062898e-30
"242","contiki-branch",0.000122248843469311
"243","contiki-cc253x",1.10519761117127e-15
"244","Contiki-IDS",3.70986711750392e-79
"245","contiki-interop",9.8222227557771e-08
"246","contiki-stm32w",3.3845799823733e-208
"247","Contiki-u101-SICS",1.91931076084469e-09
"248","contiki-wmi",0.576358688961579
"249","continuum",1.33235221648242e-231
"250","corba",0.000130356257914497
"251","core",0.00880311614922164
"252","core-geonetwork",2.22012822336163e-168
"253","cornerstone-framework",3.81294415859589e-09
"254","corpmail",4.07060033395135e-53
"255","corsix-th",1.01165403735846e-115
"256","cos_packages_apps_Settings",1.73490876478295e-40
"257","cosmo",0.0149342672263058
"258","Coupe2012",1.70723311606798e-14
"259","coweb",8.85778175839208e-144
"260","cpu-bitminer",5.7882581431598e-123
"261","crtmpserver",0.000498649218177175
"262","crtmpserver-os_x",0.239578345975174
"263","crtools",2.70093686804793e-134
"264","cruisecontrol",0.13981745657132
"265","crunch",8.28424916458816e-28
"266","crux-framework",0.854788209857007
"267","cs-voltdb",3.00903402880304e-52
"268","CS143-Project",1.67844968928974e-39
"269","csft209",1.69181573223644e-34
"270","csft5",2.04858861312853e-82
"271","csipsimple",7.20381088010974e-44
"272","csolve",1.43948088096061e-38
"273","csolve-bak",9.8082092129146e-13
"274","csv2rdf4lod-automation",0.603553935960538
"275","ctags",1.30953116611272e-35
"276","culture-hub",6.2160896320606e-280
"277","CVC4",0.469444600782719
"278","cyberdojo",1.77087601062423e-111
"279","cyklotron",2.22473355908049e-246
"280","cytoscape-impl",0.69339245988257
"281","cytoscape2",8.80210242490703e-139
"282","dalvik",2.30455437456006e-58
"283","Dalvik-VM",2.87329800937602e-180
"284","dalvik_test",4.93964664936867e-27
"285","dANN",6.99822960776162e-35
"286","Dart",1.0244296746753e-123
"287","dasher",3.25002647696427e-44
"288","databus",1.25313693225143e-75
"289","datahappi",5.74784852032122e-21
"290","dawn-ui",5.07153086806251e-48
"291","dbflute",1.49585396749095e-10
"292","DBS",1.24688423690026e-19
"293","dcache",2.58096459808064e-80
"294","ddb-next",1.07189480077906e-17
"295","ddd",4.00308496282459e-151
"296","debianjp-monthly-report",1.89741946592318e-41
"297","debrief",0.493382253924631
"298","deegree3",5.18705707621237e-16
"299","Deeva",0.0834687576235402
"300","delving",6.33582492969291e-67
"301","Demigods",1.82829470200183e-130
"302","Denizen",2.55986368482978e-27
"303","derby",4.45674146431899e-168
"304","development",2.45352479955127e-48
"305","device_samsung_tuna",8.57843257802164e-32
"306","device_samsung_tuna_s4",2.50375795151482e-77
"307","devilry-prototype1",4.33782456094092e-95
"308","dimple",5.30411359709353e-101
"309","directory-shared",6.02376814246046e-50
"310","directory-studio",5.02695073039653e-46
"311","DistSysDesign",9.59008888575867e-37
"312","dltk",3.76717752291705e-35
"313","DMDirc",0.000306864640232586
"314","dms-project",1.89011469405621e-07
"315","dnd",1.89819551883487e-22
"316","Docear",0.739940090283232
"317","dojox",1.94396845452556e-109
"318","dojox-oldmirror",1.79340398432408e-68
"319","domjudge",0.0476330675617962
"320","dotCMS",0.000763048922801819
"321","dotfiles",0.187532805658514
"322","dresdenocl",0.301796999067145
"323","droidbuild",9.20425507489906e-13
"324","droidjunk_packages_apps_Mms",4.00586432014594e-119
"325","droidjunk_packages_apps_Phone",0.48396754368653
"326","droidjunk_packages_apps_Settings",1.53023162207716e-08
"327","drools",9.58225401052444e-75
"328","druid",5.85977618138418e-29
"329","DSpace",1.20331738535156e-16
"330","DSpace-SVN-Deprecated",3.48137039866133e-76
"331","DynmapCore",3.49165821783075e-118
"332","e4",3.54138666709421e-06
"333","eclipse",1.7391302128276e-12
"334","eclipse-fedora-packager",1.13297454772763e-45
"335","eclipse-platform",0.000236951757321445
"336","eclipse-sse-modifications",1.09008363938121e-102
"337","eclipse-swt-recorder",9.8731429675676e-68
"338","eclipse-themes",9.31562646901752e-22
"339","ecologylabFundamental",2.95519263512059e-20
"340","eef",0.870136636927229
"341","egit",1.15394748886167e-148
"342","EGit",8.93953011715594e-106
"343","ehmsoft",2.12076245950011e-24
"344","elasticsearch",6.29350524703914e-64
"345","Electric-Expansion",2.30235563161363e-42
"346","elissa",3.51122126956314e-151
"347","emacs_conf",2.99051937989025e-36
"348","email",5.02244833421166e-16
"349","emf",1.27324329734119e-23
"350","EMFText",3.79242883817371e-24
"351","EMS",5.51498126065512e-103
"352","emul",1.62947860727615e-29
"353","encog-java-core",2.83250932069428e-16
"354","encuestame",1.25654266579401e-09
"355","EnderIO",1.06962706627917e-39
"356","enkive",4.34331811761565e-68
"357","entando-plugins-parent",0.000561155162799386
"358","errai",0.00290469028058566
"359","escidoc-core",0.00646008370417282
"360","Essentials",5.78346780405165e-13
"361","esup-opi",0.00134186522858291
"362","etoile",0.103315691200379
"363","Etoile",3.21390394027251e-140
"364","eventmachine-docja",0.199569661050094
"365","evervolv_system_core",9.22150982349263e-102
"366","evolution-data-server",5.73349931455467e-111
"367","experiment",5.62782682540528e-67
"368","exponent-cms",2.51829709852385e-41
"369","external-bouncycastle",0.790616485137554
"370","external_skia",1.01264899370532e-175
"371","faaa_project",1.21441593145247e-162
"372","facebook-pfff",2.07123206080422e-99
"373","fbc",3.67331549588025e-84
"374","fbreader",8.10254438864915e-08
"375","FBReaderJLib",4.35161116955455e-08
"376","fcrepo",0.166321815817247
"377","fcrepo-before33",0.000184457726831466
"378","fcrepo-historical",3.11637570276467e-19
"379","featurehouse",8.65800912656371e-93
"380","felix",2.04981478378586e-37
"381","Fellesprosjektet-2012",1.39788888183345e-27
"382","FermaNext",1.98575808627147e-58
"383","fitnesse",1.16695365971444e-31
"384","fixmystreet",6.25332343329974e-209
"385","flamingo",5.00881252250241e-28
"386","flex-flexunit",1.2329403006242e-24
"387","flexdock",0.948072207893292
"388","flexunit",6.48854452272843e-12
"389","flyspeck-git-svn",7.74267784128153e-118
"390","fop",1.08917075166756e-59
"391","fossology",3.62740780571712e-09
"392","fosstrak-ale",0.824373220686156
"393","FProj_Gruppe48",1.36476326589614e-18
"394","framework",5.94886042996111e-72
"395","FrameworkBenchmarks",0.00812587032225716
"396","frameworks_av",5.26740197029969e-69
"397","frameworks_opt_telephony",3.35309846213951e-16
"398","FreeEed",0.545779908333435
"399","freeplane",1.50889844165659e-08
"400","FreeRDP",1.78655539869243e-11
"401","Frege",0.00280078632441824
"402","fritzing",0.000200544955043325
"403","Frost",6.67753609361663e-98
"404","frostwire-desktop",8.31794384691381e-22
"405","funambol-json",0.176868858780073
"406","functional-tests",2.7380334051799e-13
"407","fuse",1.55746753592125e-133
"408","g3m",1.55214741109525e-171
"409","galleria",1.51390776245469e-22
"410","GateIn",2.84328851304802e-111
"411","gatein-portal",2.21557001848457e-83
"412","gatling",1.71559319836731e-65
"413","GB-libcore",0.000258991166929241
"414","GB_dalvik",7.06111387958608e-235
"415","gContactSync-UI-fork",0.030713638917403
"416","Gdcm",1.83272013547632e-67
"417","geany",9.79667286389291e-105
"418","gef",1.53885539366277e-95
"419","genomix",0.250868503432817
"420","geo-platform",1.61217885674492e-49
"421","geogebra",1.2511775035728e-07
"422","geoknow",0.0709304905172415
"423","geonetwork",0.000198132452995116
"424","geonetwork-eea",2.97428893662171e-07
"425","geoscript-js",7.8770832600002e-44
"426","geoserver-old",7.94051647746841e-44
"427","geotools",1.65492575049794e-49
"428","gephi",0.00199651521722014
"429","gephi-gsoc13-legendmodule",2.22499120157924e-61
"430","gephi-linkfluence-plugin",1.81267424956634e-122
"431","gephi_0_8_beta_updatable",2.42663811356539e-32
"432","gerrit",0.469775978261858
"433","gettext",8.6831027204402e-06
"434","gettext-javascript",0.120054394724163
"435","geworkbench-core",0.00473514357903403
"436","gforth",2.4132525482864e-18
"437","GiantShop-2",0.586315810268667
"438","gimp-sharp",1.63589033554967e-10
"439","giraph",3.42982362020749e-130
"440","gitblit",5.7017757135293e-108
"441","glite-lb",7.27106048929873e-95
"442","glob3_csiro",1.13032051219517e-84
"443","glusterfs",5.28168426128108e-20
"444","glusterfs-objcount",1.93664316283485e-135
"445","gnorasi",2.24634563193982e-204
"446","google-closure-compiler",3.19281045217911e-148
"447","google-libphonenumber-mirror",1.16843644112987e-10
"448","gradecraft-development",1.01197939111361e-34
"449","grails",5.59542807460712e-09
"450","grailsnolib",0.196624317244084
"451","Grapheme",5.40123693043654e-42
"452","graphx",0.633486709586633
"453","GridSphere",1.96251103859271e-15
"454","gridworks",0.0810909939087268
"455","grizzly-mirror",0.0320008400616081
"456","groovy",1.18996293138256e-30
"457","GROUP10-baf_sintef_arduino",9.51996611968329e-74
"458","Gruntvig",4.97656330337594e-112
"459","gSDL",1.55504373410534e-226
"460","guicey",1.95051479310947e-32
"461","gwt",1.7435067054553e-10
"462","gwt-issue-8215",1.04252132373903e-22
"463","gwt-issue8215",2.22225997494408e-18
"464","gwt-sandbox",5.71612771887853e-24
"465","gwtquery",1.99780334803323e-30
"466","h-store",3.95605721779989e-05
"467","h2-bitmap",4.09980646091277e-11
"468","h2-container-reuse",1.56630372938723e-23
"469","H2-Mirror",5.61570905950449e-31
"470","h2database",2.42705109407942e-05
"471","HackedUpReader",9.57766881587937e-153
"472","hadoop",3.51051187672045e-129
"473","hadoop-1",2.55920699363626e-26
"474","hadoop-fork",1.76099864620405e-66
"475","hadoop-trunk",1.44405259228006e-35
"476","hale",1.2534994590351e-14
"477","haxe",1.64759967641545e-39
"478","hbase",2.02455011853732e-72
"479","hbase-thrift",9.72606996799244e-124
"480","hbase_namespace",7.81299572916316e-85
"481","hbird",0.00947966116137266
"482","hermes",3.16314314308024e-06
"483","hib-core",0.531788809927786
"484","hibernate",1.23291653796758e-12
"485","hibernate-orm",2.28276134752096e-94
"486","highcharts",3.5473962251024e-120
"487","highlight-elasticsearch",2.05486880542575e-91
"488","hive",6.16357084154971e-05
"489","hk2",3.01734793546403e-254
"490","HoloEverywhere",1.32398243149502e-141
"491","hornetq-old",1.24656686694261e-13
"492","HornetQ-oldmigration",4.84425313164369e-17
"493","hostap",2.70765460265753e-16
"494","hostap-ct",2.70694452986531e-22
"495","hotspot",2.82813807855627e-20
"496","htmlparser",0.0292172939526606
"497","hubiquitus4java",0.13507626849947
"498","hubroid",2.91409435272189e-12
"499","hue",7.64322772283789e-39
"500","HUSACCT",7.46173442495058e-08
"501","hxcpp",3.41922369060379e-29
"502","i2p",3.61686938352961e-37
"503","ia-hadoop-tools",0.0124219940083181
"504","iaf",0.00067228931241991
"505","ibis-ipl",4.10136657199489e-139
"506","icefaces",2.30649908939225e-69
"507","icemobile",0.0944821078997569
"508","iceweasel-dev",6.37989767311919e-12
"509","icpc",2.68287376299752e-33
"510","igraph",1.57882023465434e-89
"511","IGV",1.79993529816773e-07
"512","ikvm",0.820791595605836
"513","ikvm-fork",0.00378109450396585
"514","incubator",2.32794726914904e-05
"515","infinispan",0.00774608854058088
"516","infoglue2",1.06005756331127e-44
"517","informer",1.38390813676272e-130
"518","Instalog",4.29181700297069e-182
"519","intellij-plugins",0.29096861402714
"520","iostest",4.88932888287898e-110
"521","ironmine",1.4658866685675e-05
"522","iSENSE-Hardware",9.6448502956351e-16
"523","iSoul",1.79175359888456e-176
"524","itext",2.37959933621662e-203
"525","itinerennes-android",3.68380669301097e-14
"526","ITKApps",2.43005848664839e-80
"527","ivory",1.91865352967064e-143
"528","Ivory",6.01391495464194e-128
"529","izpack",3.26146644066114e-72
"530","izpack-full-svn-history-copy",2.33856178987261e-08
"531","jabref",1.1773793047753e-12
"532","jackrabbit-oak",0.581006926311828
"533","jacorb",8.25160319976329e-84
"534","JacORB",2.26833940958691e-36
"535","jain-slee",5.37250380120724e-25
"536","james-app",1.43832388677611e-33
"537","jas",2.5956998574628e-11
"538","jato",2.7574251049428e-16
"539","java-gnome",0.452976078754858
"540","java3d-core",3.66159579824077e-42
"541","javaee",0.00476284434247629
"542","javapackages",3.39994374190589e-11
"543","jaxb",2.25845905481958e-178
"544","jaxws",3.29782960938129e-78
"545","jbehave-web",0.586241631900261
"546","jboss-messaging",1.44100791811998e-27
"547","jboss-vfs",2.91732493092821e-128
"548","jbosstools-base",1.93839953341598e-50
"549","jbosstools-bpel",3.09625023211103e-29
"550","jbosstools-integration-tests",3.2952365007114e-31
"551","jbpm-designer",2.55174094602789e-132
"552","jCAE",5.10335682036309e-94
"553","jclouds",3.61138124147217e-119
"554","jcr",2.34427849132992e-56
"555","jdk",2.10299494361258e-34
"556","jdk7u-hotspot",1.2204266009815e-19
"557","jEdit",3.01490871561985e-15
"558","jena-core",9.91547678941963e-46
"559","jena-joseki",1.6615726295831e-74
"560","jersey-1",3.25049771495253e-120
"561","jest",0.145161784617508
"562","jetty-maven-plugin",1.63812033828596e-11
"563","jetty-plugin-support",2.26291596827093e-06
"564","jetty-project",1.86573845941445e-08
"565","jetty-spdy",1.563723991525e-78
"566","jffi",9.00062456047329e-33
"567","JFlex",1.03042498602492e-45
"568","jgit",9.82552507852086e-75
"569","jgralab",1.65351452829037e-05
"570","jgralab-dhht",1.37114143893617e-29
"571","jgrapht",2.78441846406216e-189
"572","jmxtrans",3.28873024420505e-136
"573","jnr-ffi",2.89836242510719e-05
"574","jogl",5.91630900119947e-81
"575","jOOQ",7.98283149428156e-12
"576","jop",0.106662043427454
"577","joshua",4.09932509228764e-09
"578","jpcsp",4.56471353024001e-142
"579","jscep",0.864024996857893
"580","jsglr",0.0136380251403444
"581","JsObjects",8.15981498479098e-210
"582","jspwiki",2.62321181154525e-39
"583","jumble",8.44879343033896e-13
"584","jython",1.65769269738721e-96
"585","jython-legacy",1.80788807568797e-24
"586","k-9",1.26643853075161e-71
"587","k9-mail",1.58484842960853e-88
"588","kaffe",0.789730215065669
"589","katta",8.75094160061114e-17
"590","kde-owncloud",2.76757178823182e-08
"591","killbill",1.62114662147517e-39
"592","Kramerius",3.81013083709288e-94
"593","kyleisom",3.85024554584226e-20
"594","L2jFrozenInterlude",3.96451483379365e-08
"595","larceny",2.85364946659379e-129
"596","larceny-oldimport",1.17519479887448e-35
"597","LatinIME",8.33264939087171e-107
"598","Launcher2",6.6934654684478e-67
"599","Launcher2_7025",5.4695498141941e-244
"600","LauncherOfficiel",1.55799506665857e-53
"601","leiningen",1.9282627824657e-102
"602","Lemo-Data-Management-Server",1.60210640305008e-158
"603","lenskit",3.22713937328708e-56
"604","lexevs",0.000554465642292695
"605","libcore",0.0457169596213558
"606","Liberty",4.62034301668569e-43
"607","libguestfs",1.13941650630711e-100
"608","libidn",2.85375458788766e-08
"609","libming",0.00168895804084147
"610","libsdl",0.00394723758883188
"611","LifeGameSim",1.53226730081481e-79
"612","liferay-docs",2.63474219588796e-82
"613","Lightpack",2.18280538815794e-97
"614","lila",6.90947935458375e-57
"615","linaro-dalvik",2.43330145349722e-18
"616","linphone_linux_XIA",1.86238666113521e-10
"617","LinqOnSteroids",1.63715121722934e-26
"618","lintian",0.368525347621752
"619","Linuxbog",0.0175135162831291
"620","linuxtools-systemtap",1.83033993956965e-06
"621","LNReader-Android",1.29078598407362e-50
"622","log4j",2.84221230121428e-79
"623","lor-jamwiki",2.30742746976233e-14
"624","lpzrobots",2.5524086191851e-09
"625","lsml",0.000101629134683035
"626","LT-Jbilling-MsgQ-3",9.27720383521772e-08
"627","ltfat",4.72100301837298e-172
"628","luaj",2.5000440818336e-53
"629","lucene-solr",0.603654232369071
"630","lucene_solr",5.96768712885702e-07
"631","luci",5.40498836844789e-55
"632","luci-bismark",1.01910448801951e-160
"633","luciddb",0.0776731157272618
"634","lwjgl",1.25777019719045e-13
"635","magnificent-mileage",3.89736150927226e-137
"636","mahout",0.0155474911429478
"637","mahout-commits",0.000166423805677811
"638","make-p2-buildable-with-tycho",2.32348438634634e-05
"639","Malhar",1.02915683825665e-27
"640","maptool",1.27505743757417e-116
"641","maqetta",1.97664922667011e-55
"642","marc-solr-profiling",5.59245064462283e-14
"643","Markus",1.10828667082485e-136
"644","Marlin_ExtruderAutoFan",8.01924011406097e-64
"645","marytts",4.57679789830208e-07
"646","maven-android-plugin-samples",1.6003597110432e-41
"647","maven-plugin-tools",3.02524319379695e-29
"648","maven-release",0.343548668522698
"649","maven-repository-tools",2.33066847897669e-44
"650","mcidasv",5.07286286805989e-98
"651","mdissphoto",5.65292831707905e-94
"652","mDNSResponder",5.35547075413053e-18
"653","MDSplus",3.60981978392665e-161
"654","mediacloud",0.138079672748747
"655","MediaInfoLib-git_svn",2.80360331230624e-62
"656","melanee-reasoning",2.36097407458971e-105
"657","melati",4.48408021470595e-28
"658","menta-0",1.29285182650666e-34
"659","mesos",4.0111276409926e-18
"660","META-SHARE",6.32545370586507e-40
"661","metadata",3.44701100649318e-31
"662","mibew",8.69164320236137e-40
"663","mifos-head",0.602100387820928
"664","MikuMikuStudio",0.0278811269611012
"665","militaryshop",5.13163436568365e-59
"666","MineChem",0.0106259002410096
"667","Minecraft-CommandsEX",0.898270675240954
"668","mingw-w64",2.44792759336098e-60
"669","mirage_dalvik",8.75850073349045e-170
"670","mission-control-technologies",0.36286474659768
"671","mktc-platform",2.64499950760821e-17
"672","mlt",1.39482312253215e-122
"673","Mms",3.93589796215104e-24
"674","moai-dev",3.47196765221101e-08
"675","moai-dev-mod",2.6886994153869e-21
"676","mobicents",8.80579195242563e-123
"677","mobile-android",1.01862833028137e-77
"678","mobile-cleanup",3.67947240091379e-53
"679","modx",8.66145636185036e-191
"680","molgenis_apps-legacy",1.99332951114559e-120
"681","mona",3.14221018454329e-130
"682","monodroid-samples",2.07276144679644e-27
"683","monthly-report",4.30900844945266e-19
"684","morphia",4.85299485690463e-51
"685","MosesLabelFeats",2.80994817704635e-100
"686","motech-server-pillreminder",0.382533175110888
"687","motech-server-pillreminder-0",1.02368782718432e-54
"688","mozilla",8.2501748084661e-89
"689","mp4parser",4.27712434407811e-187
"690","mpicbg",1.70945033586507e-201
"691","mucommander",1.89077198219948e-08
"692","multiwii",0.000257867620503447
"693","munin",2.37951428751538e-06
"694","mupdf",4.18020317508132e-110
"695","mupen64plus-ae",2.05787112596905e-67
"696","mwlib",1.89149004468073e-22
"697","my-openssh",2.45942697549207e-11
"698","my_OpenPilot_mods",2.82908977500854e-78
"699","MyActiviti",3.04481572912646e-05
"700","mybatis-spring",1.57695853387534e-137
"701","mydbaas-monitor",0.768076814636018
"702","myfaces",1.17156889208488e-12
"703","mylyn",1.63808421283733e-35
"704","myMed",1.88278907775526e-22
"705","mywapama",3.19407360702897e-07
"706","Nantes-1900-Maven",2.84359865099547e-65
